8	9
42	25
94	30
129	35
167	10
212	25
222	22
253	6
319	10
353	11
389	18
463	25
480	29
4	54
57	48
99	64
123	38
163	56
211	50
229	36
274	62
315	63
334	46
376	69
403	51
432	60
477	64
14	76
66	88
91	101
112	74
145	83
209	76
240	76
275	90
300	90
324	102
371	77
423	90
444	95
499	89
1	131
60	139
97	141
113	118
161	111
195	109
235	119
274	119
301	132
329	114
383	107
403	134
454	116
490	113
21	174
49	150
74	144
118	159
158	148
193	174
227	157
250	163
299	154
342	168
387	145
400	148
438	151
498	177
21	188
44	193
93	197
125	189
167	190
188	193
215	182
259	197
313	198
344	208
384	183
424	213
450	178
465	201
35	230
63	219
89	217
127	215
166	214
206	246
217	216
272	238
301	248
322	230
388	225
408	238
440	230
482	243
19	272
68	258
80	284
119	251
165	269
200	256
248	250
281	259
286	281
323	270
369	253
412	283
450	255
484	275
24	296
63	298
89	310
124	318
177	301
207	315
225	287
261	289
315	295
333	286
384	308
407	305
455	312
475	301
24	343
48	349
88	340
137	322
157	331
196	354
242	323
282	337
313	328
348	321
379	330
403	331
442	341
483	355
33	361
68	357
93	359
134	388
160	364
199	366
223	367
280	358
304	389
351	367
380	368
427	364
452	384
499	359
16	406
41	420
89	411
119	418
143	406
194	408
239	425
275	417
300	411
356	409
372	413
394	406
431	396
481	400
2	454
49	434
102	448
133	441
146	453
206	430
238	447
282	445
316	431
343	462
374	463
405	443
431	435
498	442
26	467
51	466
80	474
118	486
144	494
179	496
248	476
265	464
310	477
354	480
374	498
401	498
450	469
472	482
183	95
401	264
260	300
180	16
409	26
