6	12
56	9
90	19
130	22
155	30
187	3
239	6
277	13
315	19
336	7
373	28
409	8
434	19
469	20
8	48
45	56
77	48
127	50
164	44
186	67
232	49
255	46
297	48
345	57
375	56
400	40
444	46
491	58
24	101
52	76
92	101
133	84
169	95
210	99
239	85
279	93
316	101
335	76
364	81
404	79
456	87
491	87
16	113
64	138
90	122
123	130
160	127
203	117
231	115
268	120
307	122
349	121
364	135
404	117
441	121
490	128
24	163
41	147
90	151
118	165
173	170
205	162
223	148
266	155
298	167
346	151
378	168
419	171
449	160
495	173
22	188
41	197
100	208
135	207
150	195
200	198
219	204
266	201
305	184
344	204
383	206
397	197
456	186
494	182
10	242
55	234
95	234
115	219
160	230
187	243
230	226
270	245
304	239
345	245
373	245
423	238
439	241
480	221
16	256
40	280
101	278
116	253
174	270
184	255
232	253
270	253
305	272
336	264
388	276
413	262
440	279
479	281
21	304
48	310
92	305
138	291
170	304
192	298
239	301
275	289
314	302
338	309
364	301
403	297
452	314
471	307
12	329
56	329
92	351
137	344
168	332
193	339
218	337
277	326
289	331
325	352
376	352
397	329
447	341
478	352
17	370
63	373
101	388
116	383
167	380
205	373
219	362
273	375
298	370
336	361
373	363
421	361
449	382
485	365
7	401
50	397
83	414
132	413
165	405
196	408
241	402
267	400
293	412
350	423
373	397
403	415
448	411
493	404
19	445
49	434
80	453
126	433
147	452
204	438
239	445
273	443
303	457
332	437
375	441
414	440
440	451
488	448
26	480
40	492
95	468
132	475
149	484
182	489
234	490
268	490
294	494
333	479
388	469
396	478
432	478
495	484
361	258
159	275
190	347
449	41
