17	25
37	24
81	3
98	24
117	2
140	9
181	10
220	19
226	20
254	20
291	23
324	18
354	24
385	17
414	15
440	8
454	19
498	7
7	34
32	43
72	48
91	41
133	36
152	34
172	41
211	37
225	52
263	33
284	53
315	39
335	37
364	29
400	52
418	35
464	36
487	48
17	69
36	65
66	57
86	67
116	71
150	68
184	72
212	81
242	61
251	57
285	77
326	76
344	71
385	65
394	71
436	61
465	67
481	59
23	102
43	96
65	104
89	103
127	98
147	96
183	95
209	106
241	103
257	102
293	105
322	101
347	85
372	96
408	108
439	109
462	98
480	107
11	119
41	118
72	125
109	117
114	135
164	124
183	120
212	112
244	114
254	124
300	117
314	126
343	133
383	118
406	128
437	130
460	129
481	118
6	152
34	158
74	149
108	158
125	140
148	142
176	158
213	159
243	144
262	142
302	161
311	156
343	149
369	149
408	149
436	146
462	149
495	144
8	171
41	187
71	171
92	174
134	173
147	171
168	189
218	183
244	180
265	179
293	182
307	189
345	176
370	183
399	174
418	191
468	171
495	182
15	196
36	203
65	212
96	219
113	201
148	205
176	198
209	202
239	201
265	203
297	206
323	200
358	220
384	197
393	219
442	199
463	206
496	218
5	236
34	245
65	238
91	244
118	224
163	228
177	226
209	243
223	238
258	235
294	234
325	230
336	230
365	237
401	246
427	246
454	234
474	225
3	270
30	275
79	274
103	267
116	270
153	270
183	259
206	261
238	257
273	263
282	273
319	275
352	271
377	260
410	259
436	262
464	259
486	270
11	280
42	288
70	304
87	303
112	287
147	298
180	280
216	282
228	301
266	283
290	282
311	286
335	292
385	289
390	296
432	284
467	300
494	288
25	312
37	328
77	310
104	311
114	330
161	321
183	324
199	328
227	321
266	316
283	310
331	307
336	310
370	318
395	327
422	318
453	310
496	322
21	342
36	346
69	340
95	341
126	346
141	340
169	338
212	334
242	347
252	352
302	358
309	339
357	344
380	358
400	350
427	352
469	334
492	355
3	380
44	371
71	385
99	375
121	383
159	366
187	367
205	379
237	376
261	387
288	377
315	385
347	375
363	381
411	383
423	364
451	367
483	386
3	399
37	393
71	400
85	397
117	409
162	403
176	408
206	410
235	413
259	393
279	395
316	392
345	410
386	409
413	398
442	404
452	410
485	390
17	429
29	442
79	420
93	432
134	443
152	426
183	418
214	425
239	420
260	423
297	442
331	431
342	438
383	435
404	433
429	419
454	426
481	442
4	457
36	451
75	456
107	455
119	448
157	469
189	461
200	467
239	447
269	458
279	448
327	450
353	450
373	464
411	466
435	449
470	462
497	452
23	483
35	496
71	482
98	494
112	482
159	478
189	491
213	483
230	494
263	478
289	496
323	476
358	498
369	475
396	477
434	474
468	488
477	493
138	377
313	245
417	174
277	411
226	6
137	8
281	276
65	310
116	101
477	14
105	375
372	311
240	212
300	437
8	227
410	93
468	372
13	204
51	152
349	360
9	32
436	496
381	450
82	152
317	173
52	107
