16	19
48	17
84	21
121	20
153	19
188	10
223	12
254	20
283	10
322	14
351	21
379	12
423	16
448	12
479	20
13	52
51	49
76	50
115	46
147	50
184	48
216	48
249	53
285	55
317	53
356	43
383	51
410	54
448	47
488	54
14	81
50	77
86	77
117	82
153	82
185	85
210	89
247	84
286	80
311	82
350	77
379	85
419	79
455	85
483	86
21	119
51	116
76	122
120	116
143	115
180	110
222	113
248	122
283	122
316	122
350	120
386	122
420	120
454	118
481	114
16	144
55	154
87	144
114	144
150	144
182	154
215	147
253	144
286	147
320	147
345	153
380	155
412	152
453	155
478	154
18	181
44	182
83	189
114	183
145	188
184	180
215	182
247	185
283	179
310	185
355	183
383	183
422	184
450	184
488	179
14	221
56	217
78	212
113	223
150	216
189	213
212	221
245	216
283	219
315	217
348	222
387	210
415	218
455	211
489	216
22	255
56	244
89	246
116	244
150	246
189	247
211	244
250	253
281	244
316	243
343	247
387	256
416	255
453	247
487	248
11	276
50	287
81	284
121	288
150	288
179	277
210	280
256	277
288	280
311	276
354	281
376	288
421	286
446	289
486	277
14	318
49	311
80	316
117	311
148	317
179	318
216	315
244	315
289	319
322	320
348	312
380	319
412	315
454	312
486	320
19	348
45	354
86	355
121	344
154	350
186	354
218	348
245	349
282	348
318	351
356	345
378	349
413	351
454	350
480	343
14	377
54	386
89	389
114	381
151	383
188	389
223	382
248	377
278	389
312	387
353	387
378	378
415	383
452	379
485	383
13	412
46	421
83	419
117	410
150	418
177	421
210	421
247	418
282	417
312	410
349	413
387	423
413	416
451	412
483	413
18	452
55	453
85	448
112	443
150	446
182	448
213	449
253	448
278	455
313	450
353	455
381	452
420	447
456	447
482	453
15	481
44	479
78	487
122	480
156	484
181	479
216	479
254	487
285	489
319	482
343	482
376	477
422	485
448	476
485	484
310	478
264	106
395	31
393	314
261	398
282	34
237	239
484	219
241	408
223	241
111	200
230	492
475	333
315	386
265	72
417	37
305	12
196	403
66	276
366	65
193	197
388	370
356	264
252	223
5	461
