13	15
50	15
82	19
113	16
146	16
183	17
217	14
253	17
282	17
319	16
352	15
384	18
415	17
446	13
485	19
19	48
51	47
85	48
114	50
149	48
184	49
216	51
250	52
283	46
315	46
349	51
384	52
416	50
451	48
484	46
15	82
51	80
84	84
115	81
151	82
182	83
213	80
250	83
282	80
313	85
350	82
384	80
419	80
449	80
484	81
18	117
50	114
80	113
113	117
147	118
184	115
215	113
248	119
285	115
319	114
352	116
386	119
418	115
449	115
485	117
19	150
51	147
84	147
116	148
149	153
180	146
217	150
250	151
285	149
318	151
348	150
382	148
418	148
448	152
481	148
14	184
52	182
82	183
115	183
148	181
185	180
218	185
249	185
282	182
317	181
350	182
385	184
415	182
451	184
482	182
13	218
51	214
85	218
117	217
149	214
180	213
216	217
251	217
282	216
318	216
350	216
384	219
414	219
450	216
480	217
18	251
51	253
80	249
113	250
153	246
184	252
218	247
248	250
281	253
317	248
348	253
383	248
415	253
450	246
484	252
13	283
46	280
81	284
118	281
150	280
182	281
216	282
251	286
280	282
317	280
348	281
386	281
416	280
449	283
480	285
19	313
49	314
85	316
114	316
148	314
181	313
217	313
250	316
284	318
314	317
352	319
381	317
415	316
448	318
480	319
18	351
46	353
81	350
113	348
148	346
181	348
218	352
246	350
284	347
316	349
352	351
384	352
414	347
452	348
481	353
15	386
47	381
81	383
113	381
148	380
185	382
215	384
251	385
285	386
316	384
347	380
382	384
419	382
448	386
482	385
16	419
52	413
80	414
118	419
148	414
180	418
215	417
252	414
282	414
316	418
349	414
383	414
418	413
452	416
484	417
19	448
51	448
85	448
119	451
151	447
180	451
216	451
246	450
283	450
316	447
350	451
382	450
416	447
449	448
482	451
14	483
49	481
86	486
119	485
148	486
181	480
213	482
247	484
284	484
313	486
347	481
381	484
418	485
451	482
485	483
236	344
412	141
359	170
29	338
288	173
428	174
239	80
314	214
402	242
115	458
72	185
240	173
436	285
267	20
221	400
186	453
275	428
91	92
476	192
133	7
412	337
357	351
39	189
221	90
87	341
