22	17
29	5
66	23
110	15
120	26
157	1
184	24
223	5
259	25
266	23
306	14
336	19
353	25
386	5
434	4
454	2
481	15
6	46
30	54
86	51
103	52
145	35
153	36
182	46
221	32
243	41
292	33
298	53
345	32
375	33
393	31
415	47
458	58
484	53
28	78
53	80
84	60
117	67
138	65
166	64
205	72
223	59
258	69
282	68
307	75
326	62
381	85
393	84
414	85
460	87
473	70
4	103
46	111
66	94
112	107
129	115
160	104
179	97
206	99
240	111
271	96
300	114
341	112
356	115
408	117
415	90
457	110
480	95
25	130
51	141
60	135
109	145
139	132
160	134
199	136
232	118
258	126
269	129
302	124
328	126
356	137
405	125
435	139
470	136
499	123
14	166
29	152
65	164
92	155
120	168
161	148
183	160
211	172
264	171
267	151
298	150
342	163
367	149
387	169
432	176
457	149
490	154
15	179
37	196
63	181
90	202
124	193
152	180
178	195
221	203
254	204
268	201
309	201
339	203
356	203
386	189
412	181
455	205
492	183
9	209
45	220
88	229
90	211
127	222
173	220
197	230
219	213
247	227
268	227
311	230
327	223
354	216
404	226
427	232
459	212
496	233
16	262
41	236
83	260
110	262
135	263
147	236
198	243
226	260
252	244
267	257
310	262
334	256
374	241
395	243
412	240
466	238
498	263
20	287
38	277
85	281
90	270
147	282
157	267
204	287
212	290
254	271
289	290
305	293
342	289
356	271
396	281
439	282
446	278
480	266
5	323
58	301
84	294
112	320
139	321
171	302
186	322
233	310
248	317
268	323
305	321
346	318
366	297
403	304
431	307
467	309
482	303
20	352
36	351
59	342
92	351
120	337
157	334
183	327
225	351
236	327
292	329
311	335
337	333
368	349
387	339
418	334
452	330
487	339
24	363
45	353
87	376
111	358
139	379
168	364
179	362
229	376
249	369
275	373
305	353
337	363
356	363
404	367
418	376
441	378
487	377
2	408
46	401
65	388
106	404
135	402
151	384
188	388
222	393
256	402
269	401
322	398
339	396
373	388
394	396
431	382
452	407
492	408
20	418
57	416
73	419
99	430
139	431
153	423
178	437
212	422
239	427
284	421
320	412
326	429
368	423
392	433
412	429
461	434
484	419
20	446
50	452
64	454
92	456
139	450
176	445
189	465
228	442
255	445
271	442
304	462
324	443
374	458
390	463
431	464
461	470
482	468
19	496
53	495
63	490
113	475
143	487
158	498
184	491
230	479
237	496
266	490
319	492
333	488
374	474
389	482
430	481
455	492
482	471
214	317
40	338
497	63
467	72
126	396
458	407
484	262
0	21
103	35
496	50
168	491
