17	11
31	18
60	2
79	4
118	9
142	17
154	7
177	2
222	3
247	13
254	3
292	16
316	9
348	19
360	6
383	16
418	19
446	10
462	14
486	21
1	39
44	27
56	29
93	42
117	41
146	32
153	42
183	40
202	27
235	46
254	40
296	46
310	28
337	46
354	42
389	37
403	27
428	33
470	28
479	39
1	72
37	58
68	54
91	65
103	54
137	70
162	65
186	70
204	53
242	66
256	58
288	52
316	56
340	70
363	68
381	56
418	61
439	62
460	69
483	68
6	93
39	84
73	82
88	98
121	81
147	97
170	79
192	94
218	97
236	81
273	97
289	97
315	95
345	77
357	76
392	90
409	84
428	97
461	95
482	82
8	117
45	110
58	114
89	103
118	122
127	115
158	104
194	110
218	107
240	118
254	121
297	112
306	106
343	114
367	122
387	120
423	112
440	118
452	114
488	123
11	138
32	146
64	140
77	138
104	147
128	144
165	142
189	134
211	144
233	140
257	142
281	141
304	146
330	139
368	138
381	131
406	143
436	128
456	131
491	133
12	166
43	170
69	171
95	168
105	165
128	170
165	160
182	169
215	168
237	159
260	173
279	162
314	172
337	157
371	163
388	158
422	154
431	166
471	161
478	158
17	184
35	188
53	197
79	193
119	185
139	191
169	196
182	191
216	176
233	194
257	187
292	182
307	195
336	197
364	198
396	194
407	183
432	178
453	195
494	181
4	219
42	202
68	205
83	216
109	207
144	205
152	202
178	214
219	211
240	213
258	204
295	204
319	201
339	207
360	217
396	211
423	211
433	212
463	205
478	213
14	240
40	230
51	234
82	244
123	241
126	244
164	238
187	241
206	226
235	242
252	236
295	240
307	246
327	233
357	238
396	246
411	232
438	226
462	228
476	237
1	273
42	272
61	265
96	259
123	258
148	258
154	270
189	265
208	273
227	267
268	266
284	267
321	252
327	267
353	263
387	259
416	267
436	260
471	253
486	256
11	296
38	292
72	298
79	277
110	295
143	289
160	293
181	284
213	282
242	290
258	292
281	283
319	290
330	281
354	292
377	286
407	278
431	279
455	276
479	285
13	320
29	306
64	313
83	318
105	308
138	304
163	306
189	317
213	304
230	322
270	317
291	311
312	322
337	316
354	307
379	306
412	304
429	320
455	303
477	316
21	327
38	344
71	326
88	344
113	339
137	328
156	331
198	335
213	328
227	330
257	346
280	327
302	347
342	335
363	342
397	337
421	345
444	329
471	327
477	341
4	366
42	371
67	352
96	370
120	353
138	352
165	351
193	354
215	370
248	364
253	362
276	370
304	351
334	365
365	353
380	372
404	370
443	359
459	359
480	354
12	379
45	390
72	387
80	396
109	393
135	397
167	383
189	388
221	383
246	391
262	378
286	395
320	396
346	392
359	382
386	386
409	387
426	394
473	386
477	387
11	406
42	415
63	416
79	420
118	414
136	411
156	416
190	403
205	415
241	423
251	407
284	421
312	421
347	421
362	421
383	404
414	410
440	416
453	421
484	419
13	448
37	432
73	447
82	443
105	432
131	434
170	426
180	444
206	438
229	444
271	440
278	431
303	440
328	427
361	438
388	442
415	435
442	441
460	442
497	435
15	467
42	466
71	453
88	458
112	469
140	453
165	457
177	467
205	458
245	470
266	472
294	468
320	461
334	470
353	454
379	462
421	470
448	461
463	456
493	451
12	493
26	482
53	484
93	481
115	496
138	485
164	488
177	498
221	496
232	482
272	477
292	485
322	476
335	494
367	480
393	495
403	480
436	477
467	485
484	486
