15	12
31	10
66	18
93	10
109	13
132	14
163	6
188	17
206	13
236	13
265	6
283	11
306	18
341	17
358	16
390	7
417	12
433	13
466	15
481	13
13	36
38	35
62	34
89	36
107	39
143	37
157	38
191	42
207	34
243	32
262	42
286	32
318	33
332	39
365	43
391	42
413	36
436	43
466	36
487	43
9	64
40	58
57	64
85	57
116	56
138	66
163	65
192	57
217	62
234	61
259	66
292	65
315	58
331	62
361	58
387	61
413	57
439	60
461	60
482	65
9	91
33	82
60	92
91	82
106	86
137	93
164	86
185	89
209	87
242	87
257	88
288	83
311	86
333	87
362	84
382	87
410	83
438	86
463	83
492	81
14	114
32	113
67	112
87	106
118	117
132	107
166	117
190	112
212	107
237	115
267	116
293	113
317	112
332	109
357	109
393	107
414	108
442	109
457	113
487	107
6	135
34	134
61	135
85	133
115	142
140	137
163	141
190	131
213	132
238	138
268	139
291	134
308	142
334	143
363	137
381	133
409	136
441	133
460	139
482	139
17	164
37	158
61	163
88	158
113	163
143	167
162	162
185	167
211	165
233	161
267	161
285	166
312	162
338	160
359	161
390	157
412	167
439	167
465	165
486	159
10	181
43	189
59	189
92	187
116	185
134	181
161	192
190	189
217	182
232	193
263	182
285	183
308	187
331	181
358	188
381	188
418	182
432	183
467	184
485	189
11	218
38	209
66	208
87	216
108	216
142	213
158	215
186	210
210	207
237	212
262	208
283	209
306	209
343	207
363	209
384	212
414	209
439	207
463	210
489	208
13	235
36	233
64	238
93	234
115	239
142	243
157	236
187	232
206	232
233	235
267	239
284	233
310	239
332	239
363	232
388	232
416	233
439	233
466	234
488	238
8	265
38	259
64	263
82	266
113	263
134	263
156	258
187	256
217	260
233	266
258	256
282	267
311	263
338	265
361	267
384	258
416	262
437	261
464	263
493	265
13	287
37	288
66	281
83	285
115	290
135	285
160	281
188	287
208	285
232	293
259	293
282	283
309	286
336	291
363	289
390	292
416	283
437	289
461	288
490	281
13	307
33	317
66	308
82	309
116	309
135	308
163	314
185	306
211	310
240	306
267	306
283	312
313	316
334	308
357	314
392	318
408	308
436	318
468	310
488	318
14	331
41	332
62	336
88	331
110	340
132	332
159	335
183	340
214	331
238	335
256	339
283	336
308	341
337	333
364	339
386	343
411	337
435	340
464	341
485	340
13	362
35	361
66	368
92	363
116	361
139	360
161	363
181	368
217	358
233	356
263	360
282	368
314	361
342	364
360	362
386	361
406	368
431	356
458	363
492	359
9	389
41	382
59	385
82	391
115	386
142	383
162	388
193	381
210	389
234	392
264	383
282	386
318	386
338	390
368	385
382	386
407	389
432	388
457	387
483	391
13	417
41	412
62	408
86	415
106	406
134	411
168	409
193	415
206	416
235	411
259	412
287	415
307	409
337	409
368	418
387	412
415	412
439	411
464	408
492	416
10	433
35	438
58	437
89	441
113	436
137	434
162	440
189	439
218	441
233	437
259	434
281	436
317	437
337	441
356	438
383	441
413	433
433	433
460	440
482	443
13	459
35	457
56	465
93	466
115	457
133	467
165	458
192	463
212	467
238	466
259	461
285	457
306	465
333	460
361	460
386	467
410	456
440	467
457	458
487	460
16	483
41	486
64	483
86	481
109	492
134	485
160	488
193	490
215	487
239	488
264	490
289	489
311	491
341	483
367	491
391	490
410	483
438	487
459	491
483	483
